-14,68568629;-0,962051032;211,2479171
-14,8263169;-0,994432915;211,2351958
-15,24735444;-1,096007714;211,19634
-15,94605669;-1,279953286;211,1292847
-16,91726849;-1,567859846;211,0306209
-18,15258962;-1,989145491;210,8956461
-19,63929935;-2,580192723;210,7184328
-21,35912653;-3,383172147;210,491917
-23,28697615;-4,444525159;210,2080052
-25,38974211;-5,813092575;209,8576982
-27,62534825;-7,537900931;209,431233
-29,94216271;-9,665651158;208,918239
-32,27892252;-12,23799298;208,3079088
-34,565283;-15,28870862;207,5891814
-36,72307049;-18,84096629;206,7509343
-38,66826675;-22,90483197;205,7821843
-40,31369356;-27,4752415;204,6722926
-41,57229992;-32,53063;203,4111713
-42,36088937;-38,03238952;201,989489
-42,60406881;-43,92527784;200,3988707
-42,23815957;-50,13883547;198,6320894
-41,21479343;-56,589789;196,6832452
-39,50392432;-63,18533483;194,5479286
-37,09602177;-69,82711814;192,2233643
-34,00327217;-76,41565598;189,708533
-30,25969255;-82,8549092;187,0042671
-25,92015091;-89,05669082;184,1133197
-21,05837646;-94,94461075;181,0404034
-15,76412324;-100,457296;177,7921987
-10,13971229;-105,5506879;174,3773319
-4,29621524;-110,1992956;170,8063212
1,6504478;-114,3963666;167,0914936
7,583238816;-118,1530165;163,2468735
13,38734304;-121,4964306;159,2880448
18,95295862;-124,4672978;155,2319903
24,17743783;-127,1166768;151,0969125
28,96675069;-129,5025025;146,9020367
33,23630392;-131,6859377;142,6674043
36,91120077;-133,7277571;138,4136582
39,92606567;-135,6849217;134,1618253
42,22458036;-137,6074698;129,9331002
43,75888579;-139,5358194;125,7486351
44,4889969;-141,4985487;121,6293375
44,38235818;-143,5106969;117,5956816
43,41363976;-145,5726137;113,667534
41,56483815;-147,6693719;109,8639966
38,82570748;-149,7707541;106,2032689
35,19450671;-151,8318145;102,7025297
30,67901052;-153,7940166;99,37783877
25,29769633;-155,5869361;96,24405878
19,08099197;-157,1305058;93,31479603
12,07244766;-158,3377632;90,60235902
4,329685357;-159,1180383;88,11773325
-4,075020831;-159,3804915;85,87057024
-13,05466704;-159,0378857;83,86918855
-22,50805407;-158,0104469;82,12058467
-32,32100713;-156,2296479;80,63045125
-42,36830906;-153,641733;79,40320049
-52,5163242;-150,2107983;78,44199058
-62,62623629;-145,9212522;77,7487532
-72,55777224;-140,7795029;77,32422056
-82,1732391;-134,8147577;77,1679503
-91,34166794;-128,0788641;77,27834765
-99,94283986;-120,6451829;77,65268393
-107,8709672;-112,6065397;78,28711136
-115,0378193;-104,0723598;79,17667425
-121,3751138;-95,16514402;80,31531716
-126,8360423;-86,0164791;81,69589094
-131,3958522;-76,76280398;83,31015781
-135,051471;-67,54115685;85,14879711
-137,8202153;-58,48511984;87,2014133
-139,7376845;-49,72115048;89,45654811
-140,8549814;-41,36544969;91,90169871
-141,2354335;-33,52146907;94,52334418
-140,9510085;-26,27810588;97,30698156
-140,0786173;-19,70858475;100,2371736
-138,6964912;-13,86997738;103,2976099
-136,880799;-8,80327496;106,4711817
-134,7026448;-4,533901229;109,7400724
-132,225553;-1,072540618;113,085863
-129,5035212;1,583845255;116,489653
-126,5796874;3,450928926;119,9321963
-123,4856341;4,555952094;123,3940503
-120,2413263;4,936752286;126,8557374
-116,8556625;4,6409167;130,2979161
-113,3276001;3,725064578;133,7015593
-109,6477985;2,254226742;137,0481381
-105,8007095;0,301262505;140,3198051
-101,7670265;-2,05376713;143,4995773
-97,52638566;-4,724362867;146,5715118
-93,06019362;-7,618580514;149,5208731
-88,35444028;-10,64033592;152,334287
-83,40233953;-13,69107883;154,9998791
-78,20663457;-16,67185762;157,5073937
-72,78140632;-19,48575303;159,8482916
-67,15323794;-22,04061057;162,015824
-61,3616168;-24,25195283;164,0050819
-55,4584976;-26,04591127;165,8130185
-49,50700485;-27,36198657;167,4384461
-43,57931578;-28,15543337;168,8820068
-37,75383049;-28,39907181;170,146117
-32,11179748;-28,08435662;171,2348893
-26,73361348;-27,22158251;172,1540314
-21,69504942;-25,8391683;172,9107261
-17,0636654;-23,98203541;173,5134932
-12,89566413;-21,70917089;173,9720379
-9,233395621;-19,09053243;174,2970878
-6,103669866;-16,20350598;174,5002215
-3,516964274;-13,12915881;174,593692
-1,467537995;-9,948540008;174,5902482
0,065607298;-6,739265895;174,5029565
1,117042344;-3,572592151;174,3450258
1,732668868;-0,511123512;174,1296373
1,967115546;2,392748668;173,8697823
1,880970773;5,097652536;173,5781075
1,538037934;7,573315993;173,2667717
1,002770418;9,799999129;172,9473126
0,338004817;11,767393;172,6305258
-0,396933985;13,47312043;172,3263555
-1,14772414;14,92098202;172,0437978
-1,866143717;16,11908723;171,7908162
-2,510812476;17,07799748;171,5742689
-3,047640103;17,80899019;171,3998482
-3,450053964;18,3225322;171,2720317
-3,699081103;18,62703004;171,1940444
-3,783352211;18,72790568;171,1678319
