2.6498e-014,-90,-5.2055e-013
0.15626,-90.051,0.015791
0.62415,-90.202,0.063152
1.401,-90.454,0.14205
2.4825,-90.806,0.25245
3.8623,-91.257,0.39426
5.5327,-91.805,0.56741
7.4842,-92.451,0.77178
9.7057,-93.191,1.0072
12.185,-94.024,1.2737
14.907,-94.948,1.5708
17.857,-95.96,1.8986
21.018,-97.059,2.2568
24.372,-98.24,2.6451
27.9,-99.502,3.0633
31.582,-100.84,3.5112
35.397,-102.25,3.9884
39.324,-103.74,4.4947
43.34,-105.29,5.0297
47.422,-106.9,5.5932
51.547,-108.57,6.1847
55.691,-110.29,6.8038
59.832,-112.06,7.4503
63.945,-113.88,8.1236
68.007,-115.74,8.8234
71.996,-117.64,9.5492
75.888,-119.57,10.3
79.661,-121.52,11.077
83.294,-123.49,11.878
86.766,-125.49,12.703
90.058,-127.49,13.552
93.151,-129.5,14.423
96.027,-131.51,15.317
98.669,-133.51,16.233
101.06,-135.51,17.171
103.2,-137.5,18.129
105.06,-139.46,19.107
106.63,-141.4,20.105
107.91,-143.31,21.121
108.89,-145.19,22.156
109.57,-147.03,23.209
109.93,-148.83,24.278
109.98,-150.58,25.364
109.72,-152.28,26.465
109.15,-153.92,27.581
108.27,-155.5,28.711
107.09,-157.01,29.855
105.61,-158.46,31.011
103.85,-159.84,32.179
101.8,-161.14,33.359
99.496,-162.36,34.549
96.934,-163.5,35.749
94.134,-164.56,36.958
91.112,-165.53,38.175
87.885,-166.4,39.4
84.47,-167.19,40.631
80.889,-167.88,41.868
77.16,-168.48,43.11
73.305,-168.98,44.357
69.346,-169.38,45.607
65.306,-169.68,46.86
61.207,-169.89,48.115
57.073,-169.99,49.372
52.927,-169.99,50.628
48.793,-169.89,51.885
44.694,-169.68,53.14
40.654,-169.38,54.393
36.695,-168.98,55.643
32.84,-168.48,56.89
29.111,-167.88,58.132
25.53,-167.19,59.369
22.115,-166.4,60.6
18.888,-165.53,61.825
15.866,-164.56,63.042
13.066,-163.5,64.251
10.504,-162.36,65.451
8.1953,-161.14,66.641
6.1525,-159.84,67.821
4.3872,-158.46,68.989
2.9096,-157.01,70.145
1.7279,-155.5,71.289
0.84896,-153.92,72.419
0.27769,-152.28,73.535
0.01737,-150.58,74.636
0.069467,-148.83,75.722
0.43369,-147.03,76.791
1.108,-145.19,77.844
2.0885,-143.31,78.879
3.3696,-141.4,79.895
4.9442,-139.46,80.893
6.8031,-137.5,81.871
8.936,-135.51,82.829
11.331,-133.51,83.767
13.973,-131.51,84.683
16.849,-129.5,85.577
19.942,-127.49,86.448
23.234,-125.49,87.297
26.706,-123.49,88.122
30.339,-121.52,88.923
34.112,-119.57,89.7
38.004,-117.64,90.451
41.993,-115.74,91.177
46.055,-113.88,91.876
50.168,-112.06,92.55
54.309,-110.29,93.196
58.453,-108.57,93.815
62.578,-106.9,94.407
66.66,-105.29,94.97
70.676,-103.74,95.505
74.603,-102.25,96.012
78.418,-100.84,96.489
82.1,-99.502,96.937
85.628,-98.24,97.355
88.982,-97.059,97.743
92.143,-95.96,98.101
95.093,-94.948,98.429
97.815,-94.024,98.726
100.29,-93.191,98.993
102.52,-92.451,99.228
104.47,-91.805,99.433
106.14,-91.257,99.606
107.52,-90.806,99.748
108.6,-90.454,99.858
109.38,-90.202,99.937
109.84,-90.051,99.984
110,-90,100
