0,0
1,-0.5
2,-5
3,-10
4,-20
5,-25
6,-35
7,-65
8,-80
9,-110
10,-85
11,-65
12,-45
13,-10
14,-15
15,5
16,25
17,35
18,45
19,55
20,70
21,95
22,105
23,85
24,65
