0.0212,-0.22003,162.5
0.78514,-0.22154,162.5
1.5491,-0.22411,162.49
2.3129,-0.22776,162.48
3.0766,-0.23247,162.46
3.8402,-0.23824,162.44
4.6036,-0.24508,162.41
5.3668,-0.25299,162.37
6.1298,-0.26196,162.34
6.8924,-0.27199,162.29
7.6548,-0.28309,162.25
8.4168,-0.29525,162.19
9.1784,-0.30846,162.13
9.9396,-0.32274,162.07
10.7,-0.33808,162
11.461,-0.35447,161.93
12.22,-0.37192,161.85
12.979,-0.39042,161.77
13.738,-0.40997,161.68
14.496,-0.43057,161.58
15.253,-0.45223,161.49
16.01,-0.47492,161.38
16.766,-0.49867,161.27
17.521,-0.52346,161.16
18.275,-0.54928,161.04
19.058,-0.58113,160.91
20.482,-0.73214,160.66
21.931,-0.90632,160.39
23.375,-1.0986,160.09
24.814,-1.3089,159.78
26.246,-1.5371,159.45
27.672,-1.783,159.1
29.091,-2.0467,158.73
30.503,-2.3279,158.35
31.907,-2.6265,157.94
33.303,-2.9425,157.52
34.691,-3.2755,157.07
36.07,-3.6256,156.61
37.439,-3.9925,156.13
38.799,-4.376,155.64
40.149,-4.7761,155.12
41.488,-5.1924,154.59
42.817,-5.6248,154.04
44.135,-6.0732,153.47
45.44,-6.5373,152.88
46.734,-7.0169,152.28
48.016,-7.5118,151.66
49.285,-8.0218,151.02
50.541,-8.5466,150.36
51.784,-9.086,149.69
53.016,-9.642,148.99
54.306,-10.262,148.25
55.584,-10.9,147.49
56.845,-11.554,146.71
58.089,-12.225,145.91
59.315,-12.911,145.09
60.524,-13.612,144.25
61.714,-14.329,143.4
62.886,-15.059,142.53
64.039,-15.804,141.64
65.172,-16.563,140.73
66.286,-17.336,139.81
67.38,-18.121,138.87
68.454,-18.919,137.91
69.507,-19.73,136.93
70.539,-20.552,135.94
71.55,-21.386,134.93
72.54,-22.231,133.91
73.507,-23.086,132.87
74.453,-23.952,131.81
75.376,-24.827,130.74
76.276,-25.712,129.65
77.154,-26.606,128.55
78.008,-27.509,127.43
78.84,-28.419,126.3
79.642,-29.322,125.16
80.316,-29.9,124.19
80.97,-30.463,123.22
81.609,-31.027,122.24
82.233,-31.591,121.24
82.842,-32.156,120.24
83.435,-32.719,119.23
84.014,-33.283,118.21
84.576,-33.846,117.18
85.123,-34.408,116.14
85.655,-34.97,115.09
86.17,-35.53,114.03
86.67,-36.089,112.96
87.154,-36.646,111.89
87.622,-37.202,110.81
88.074,-37.755,109.71
88.51,-38.307,108.62
88.93,-38.856,107.51
89.334,-39.403,106.4
89.721,-39.947,105.27
90.092,-40.489,104.15
90.447,-41.027,103.01
90.786,-41.562,101.87
91.108,-42.093,100.72
91.414,-42.621,99.567
91.664,-43.192,98.436
91.035,-44.788,97.951
90.335,-46.418,97.492
89.601,-48.036,97.033
88.835,-49.64,96.571
88.036,-51.23,96.109
87.206,-52.805,95.644
86.344,-54.365,95.178
85.451,-55.908,94.711
84.526,-57.434,94.242
83.571,-58.943,93.772
82.586,-60.433,93.3
81.571,-61.905,92.827
80.526,-63.357,92.353
79.452,-64.788,91.877
78.35,-66.199,91.4
77.219,-67.589,90.922
76.061,-68.956,90.442
74.875,-70.3,89.961
73.663,-71.621,89.479
72.425,-72.919,88.996
71.16,-74.192,88.512
69.87,-75.439,88.026
68.556,-76.662,87.54
67.218,-77.858,87.052
65.856,-79.005,86.588
64.488,-79.623,86.658
63.112,-80.189,86.745
61.729,-80.727,86.823
60.338,-81.236,86.893
58.941,-81.716,86.955
57.539,-82.168,87.007
56.132,-82.59,87.051
54.72,-82.984,87.086
53.305,-83.35,87.113
51.887,-83.686,87.13
50.467,-83.994,87.138
49.046,-84.274,87.137
47.624,-84.525,87.127
46.201,-84.748,87.107
44.779,-84.943,87.078
43.358,-85.111,87.039
41.939,-85.25,86.991
40.523,-85.362,86.933
39.109,-85.447,86.865
37.699,-85.504,86.788
36.294,-85.535,86.701
34.893,-85.54,86.604
33.498,-85.518,86.497
32.109,-85.47,86.38
30.725,-85.393,86.288
29.325,-85.225,86.973
27.934,-85.025,87.684
26.551,-84.797,88.384
