-14.719,11.015,10.25,0.33915,-0.08261,0.17454
-14.88,10.785,10.356,0.33972,-0.080242,0.17454
-15.038,10.551,10.46,0.34027,-0.07787,0.17454
-15.193,10.313,10.562,0.34081,-0.075494,0.17454
-15.344,10.073,10.661,0.34133,-0.073115,0.17454
-15.492,9.8291,10.759,0.34183,-0.070732,0.17454
-15.637,9.5823,10.854,0.34231,-0.068346,0.17454
-15.778,9.3324,10.948,0.34278,-0.065956,0.17454
-15.915,9.0796,11.039,0.34323,-0.063563,0.17454
-16.049,8.824,11.128,0.34367,-0.061167,0.17454
-16.18,8.5655,11.215,0.34409,-0.058768,0.17454
-16.306,8.3042,11.3,0.34449,-0.056367,0.17454
-16.429,8.0403,11.383,0.34487,-0.053962,0.17454
-16.548,7.7739,11.463,0.34524,-0.051555,0.17454
-16.663,7.5048,11.541,0.34559,-0.049145,0.17454
-16.774,7.2334,11.617,0.34593,-0.046733,0.17454
-16.881,6.9596,11.691,0.34625,-0.044319,0.17454
-16.985,6.6835,11.762,0.34655,-0.041902,0.17454
-17.084,6.4053,11.831,0.34683,-0.039484,0.17454
-17.179,6.1249,11.898,0.3471,-0.037064,0.17454
-17.27,5.8425,11.962,0.34735,-0.034641,0.17454
-17.356,5.5581,12.024,0.34758,-0.032217,0.17454
-17.439,5.2719,12.084,0.3478,-0.029792,0.17454
-17.517,4.9839,12.142,0.348,-0.027365,0.17454
-16.228,5.8366,14.302,0.41786,-0.029945,0.16206
-8.2017,11.769,27.183,0.83585,-0.056526,0.08726
-8.3445,10.748,27.442,0.83604,-0.05361,0.08726
-8.4772,9.717,27.667,0.83622,-0.050694,0.08726
-8.5998,8.6784,27.86,0.83639,-0.047778,0.08726
-8.712,7.6329,28.018,0.83656,-0.04486,0.08726
-8.8137,6.5816,28.142,0.83671,-0.041942,0.08726
-8.9048,5.5259,28.232,0.83685,-0.039024,0.08726
-8.9851,4.4669,28.288,0.83698,-0.036105,0.08726
-9.0546,3.4058,28.309,0.8371,-0.033186,0.08726
-9.1133,2.3439,28.296,0.83721,-0.030266,0.08726
-9.161,1.2824,28.248,0.83731,-0.027346,0.08726
-9.1978,0.22249,28.166,0.8374,-0.024426,0.08726
-9.2237,-0.83455,28.05,0.83748,-0.021505,0.08726
-9.2386,-1.8875,27.9,0.83755,-0.018584,0.08726
-9.2426,-2.9352,27.715,0.83761,-0.015663,0.08726
-9.2359,-3.9764,27.497,0.83766,-0.012742,0.08726
-9.2183,-5.0098,27.246,0.8377,-0.0098201,0.08726
-9.1901,-6.0344,26.961,0.83773,-0.0068985,0.08726
-9.1514,-7.0489,26.643,0.83775,-0.0039768,0.08726
-9.1024,-8.0522,26.292,0.83776,-0.001055,0.08726
-9.043,-9.043,25.91,0.83775,0.0018668,0.08726
-8.9737,-10.02,25.495,0.83774,0.0047885,0.08726
-8.8945,-10.983,25.05,0.83772,0.0077102,0.08726
-8.8056,-11.93,24.573,0.83769,0.010632,0.08726
-14.075,-10.34,19.969,0.72556,0.011831,0.1394
-44.749,3.2586,-3.4252,0.087224,0.0027393,0.43634
-44.898,2.4417,-3.4567,0.087163,0.00426,0.43634
-45.031,1.6207,-3.488,0.087075,0.0057793,0.43634
-45.148,0.79566,-3.5194,0.086961,0.007297,0.43634
-45.25,-0.032945,-3.5507,0.086821,0.0088123,0.43634
-45.336,-0.86485,-3.582,0.086654,0.010325,0.43634
-45.406,-1.6997,-3.6132,0.086461,0.011835,0.43634
-45.46,-2.5373,-3.6444,0.086241,0.013341,0.43634
-45.499,-3.3772,-3.6755,0.085996,0.014843,0.43634
-45.521,-4.2192,-3.7066,0.085724,0.01634,0.43634
-45.527,-5.063,-3.7376,0.085426,0.017832,0.43634
-45.517,-5.9081,-3.7686,0.085102,0.019319,0.43634
-45.491,-6.7544,-3.7996,0.084752,0.020801,0.43634
-45.448,-7.6014,-3.8305,0.084376,0.022275,0.43634
-45.389,-8.4489,-3.8614,0.083975,0.023743,0.43634
-45.314,-9.2966,-3.8922,0.083548,0.025204,0.43634
-45.223,-10.144,-3.9229,0.083096,0.026657,0.43634
-45.115,-10.991,-3.9537,0.082618,0.028102,0.43634
-44.991,-11.837,-3.9843,0.082116,0.029539,0.43634
-44.85,-12.682,-4.015,0.081588,0.030966,0.43634
-44.693,-13.526,-4.0455,0.081036,0.032384,0.43634
-44.52,-14.367,-4.0761,0.080459,0.033793,0.43634
-44.331,-15.207,-4.1065,0.079857,0.035191,0.43634
-44.125,-16.044,-4.137,0.079231,0.036578,0.43634
-40.041,-15.71,-3.4735,0.076357,0.036874,0.39925
-16.566,-8.8091,0.72274,0.062594,0.030918,0.17453
-16.501,-8.93,0.71761,0.062377,0.031354,0.17453
-16.434,-9.0505,0.71247,0.062156,0.031789,0.17453
-16.367,-9.1704,0.70732,0.061933,0.032221,0.17453
-16.298,-9.2898,0.70215,0.061707,0.032653,0.17453
-16.229,-9.4086,0.69696,0.061477,0.033082,0.17453
-16.159,-9.5269,0.69176,0.061245,0.03351,0.17453
-16.087,-9.6447,0.68654,0.06101,0.033937,0.17453
-16.015,-9.7619,0.68131,0.060772,0.034362,0.17453
-15.943,-9.8785,0.67606,0.060531,0.034785,0.17453
-15.869,-9.9945,0.6708,0.060286,0.035206,0.17453
-15.794,-10.11,0.66552,0.060039,0.035626,0.17453
-15.719,-10.225,0.66023,0.059789,0.036044,0.17453
-15.642,-10.339,0.65492,0.059537,0.03646,0.17453
-15.565,-10.453,0.64959,0.059281,0.036874,0.17453
-15.487,-10.566,0.64426,0.059022,0.037287,0.17453
-15.408,-10.678,0.6389,0.058761,0.037698,0.17453
-15.328,-10.79,0.63353,0.058496,0.038107,0.17453
-15.247,-10.901,0.62815,0.058229,0.038514,0.17453
-15.166,-11.012,0.62275,0.057959,0.038919,0.17453
-15.084,-11.122,0.61734,0.057686,0.039322,0.17453
-15,-11.231,0.61191,0.05741,0.039724,0.17453
-14.916,-11.34,0.60647,0.057132,0.040123,0.17453
-14.832,-11.448,0.60101,0.056851,0.040521,0.17453
-14.775,-11.515,0.53635,0.054871,0.03969,0.17453
-14.904,-11.333,0.098255,0.042209,0.030982,0.17453
-14.822,-11.44,0.094753,0.041992,0.031276,0.17453
-14.74,-11.547,0.091245,0.041773,0.031568,0.17453
-14.658,-11.653,0.087732,0.041551,0.031858,0.17453
-14.574,-11.759,0.084212,0.041328,0.032148,0.17453
-14.49,-11.864,0.080688,0.041103,0.032435,0.17453
-14.405,-11.968,0.077157,0.040876,0.032721,0.17453
-14.319,-12.072,0.073621,0.040647,0.033005,0.17453
-14.232,-12.175,0.070078,0.040415,0.033288,0.17453
-14.145,-12.278,0.066531,0.040182,0.033569,0.17453
-14.057,-12.379,0.062977,0.039947,0.033849,0.17453
-13.968,-12.48,0.059418,0.03971,0.034126,0.17453
-13.878,-12.581,0.055853,0.039471,0.034403,0.17453
-13.788,-12.681,0.052282,0.03923,0.034677,0.17453
-13.697,-12.78,0.048706,0.038987,0.03495,0.17453
-13.605,-12.878,0.045125,0.038742,0.035221,0.17453
-13.512,-12.976,0.041537,0.038496,0.03549,0.17453
-13.419,-13.073,0.037944,0.038247,0.035758,0.17453
-13.325,-13.17,0.034345,0.037997,0.036024,0.17453
-13.23,-13.265,0.030741,0.037745,0.036288,0.17453
-13.135,-13.36,0.027131,0.037491,0.036551,0.17453
-13.039,-13.455,0.023516,0.037235,0.036811,0.17453
-12.942,-13.548,0.019895,0.036977,0.03707,0.17453
-12.844,-13.641,0.016269,0.036718,0.037327,0.17453
-12.955,-13.531,-0.30443,0.028284,0.029158,0.17453
-15.158,-11.449,-3.765,-0.060323,-0.06306,0.17453
-15.087,-11.579,-3.7734,-0.059881,-0.063479,0.17453
-15.016,-11.708,-3.7818,-0.059437,-0.063896,0.17453
-14.943,-11.836,-3.7902,-0.05899,-0.064309,0.17453
-14.869,-11.964,-3.7985,-0.05854,-0.064718,0.17453
-14.795,-12.092,-3.8068,-0.058087,-0.065125,0.17453
-14.719,-12.219,-3.8151,-0.057631,-0.065529,0.17453
-14.642,-12.345,-3.8234,-0.057173,-0.065929,0.17453
-14.563,-12.471,-3.8316,-0.056711,-0.066327,0.17453
-14.484,-12.597,-3.8398,-0.056247,-0.06672,0.17453
-14.404,-12.722,-3.8479,-0.055781,-0.067111,0.17453
-14.322,-12.846,-3.856,-0.055311,-0.067499,0.17453
-14.24,-12.97,-3.8641,-0.054839,-0.067883,0.17453
-14.156,-13.093,-3.8722,-0.054364,-0.068264,0.17453
-14.071,-13.216,-3.8802,-0.053887,-0.068641,0.17453
-13.985,-13.338,-3.8882,-0.053406,-0.069016,0.17453
-13.898,-13.46,-3.8962,-0.052924,-0.069386,0.17453
-13.81,-13.581,-3.9042,-0.052438,-0.069754,0.17453
-13.721,-13.701,-3.9121,-0.051951,-0.070118,0.17453
-13.631,-13.821,-3.92,-0.05146,-0.070479,0.17453
-13.54,-13.94,-3.9278,-0.050967,-0.070836,0.17453
-13.447,-14.058,-3.9356,-0.050472,-0.07119,0.17453
-13.354,-14.176,-3.9434,-0.049974,-0.07154,0.17453
-13.26,-14.293,-3.9512,-0.049474,-0.071887,0.17453
